Extrinsic ID,Date,Block,Hash,Symbol,From,To,Value,Result,year-month,quarter
8433071-0,2025-03-17 10:50:48,8433071,0x2f555bd965892443d681e5da81e60d1d3b1d6142e6a1a9f5fed5fa15a033cda7,DOT,14xmwinmCEz6oRrFdczHKqHgWNMiCysE2KrA4jXXAAM1Eogk,1ioDyqyquk949WZLePvHF3NndBqCmFW7jAigpzybifJ4YZ9,530,TRUE,2025-03,2025-Q1
8439704-0,2025-03-18 09:13:12,8439704,0x7475df59284722c5878f278326decd076b08d3a33ae613a54f5412d7b676be56,DOT,14xmwinmCEz6oRrFdczHKqHgWNMiCysE2KrA4jXXAAM1Eogk,129Uxho5oKBz6js8dwjoQLzLjYsEs4ZLBtS7KRotQbunVNfP,13221,TRUE,2025-03,2025-Q1
8463126-0,2025-03-21 16:17:42,8463126,0x93e2369363100875ee94e487e75c4e89f9d0e814f79556579df727c3e94d00a9,DOT,14xmwinmCEz6oRrFdczHKqHgWNMiCysE2KrA4jXXAAM1Eogk,1ioDyqyquk949WZLePvHF3NndBqCmFW7jAigpzybifJ4YZ9,520,TRUE,2025-03,2025-Q1
8652208-0,2025-04-17 06:55:36,8652208,0xbcb1515dfe404a3a0bc5c09601d53a922d0b25b7b988f15c7f7df2916fdb4369,DOT,14xmwinmCEz6oRrFdczHKqHgWNMiCysE2KrA4jXXAAM1Eogk,129Uxho5oKBz6js8dwjoQLzLjYsEs4ZLBtS7KRotQbunVNfP,13221,TRUE,2025-04,2025-Q2
8881892-0,2025-05-20 01:30:48,8881892,0xbc0acb0a2d685c968cd7a007271b4c60ffd32afa963c46dfaf1526e4754efc1a,DOT,14xmwinmCEz6oRrFdczHKqHgWNMiCysE2KrA4jXXAAM1Eogk,129Uxho5oKBz6js8dwjoQLzLjYsEs4ZLBtS7KRotQbunVNfP,13221,TRUE,2025-05,2025-Q2
9040242-0,2025-06-11 11:05:36,9040242,0x7aed0df2309dc15d9ce93c443b5fc61c44e26a8fd97f1409d6ae4b9a108dfe88,DOT,14xmwinmCEz6oRrFdczHKqHgWNMiCysE2KrA4jXXAAM1Eogk,13w5qyCGFJaf3mdcWfCK2RV6UhGafwD23j71DBa8Yk3K1k4r,198750,TRUE,2025-06,2025-Q2
9445665-0,2025-08-08 14:01:36,9445665,0x47debdb5f77f6f5aa3d52a40a721141b907fddfe60e66d4ddd9adf21de6e4f17,DOT,14xmwinmCEz6oRrFdczHKqHgWNMiCysE2KrA4jXXAAM1Eogk,15xjuCebCEYgd2otULLFqzXDNcfrErm9hyi3tMoXBvTFERtF,30000,TRUE,2025-08,2025-Q3
9673710-0,2025-09-12 12:07:18,9673710,0x12008f5b48038aba1d49210dddb11bb19e24b94e51c9aa8942837fa0b322e14f,DOT,14xmwinmCEz6oRrFdczHKqHgWNMiCysE2KrA4jXXAAM1Eogk,13w5qyCGFJaf3mdcWfCK2RV6UhGafwD23j71DBa8Yk3K1k4r,198750,TRUE,2025-09,2025-Q3
9139886-0,2025-06-25 12:03:36,9139886,0xafa1c7aa535605df6901416fb956fc2a19e9d18e44c1e10139cdb470d258e465,USDT,14xmwinmCEz6oRrFdczHKqHgWNMiCysE2KrA4jXXAAM1Eogk,1LboBQLsa1iTpGzZvXcSd5VF7jfUYf6MzPNoRy2HT9D9FNk,916.46,TRUE,2025-06,2025-Q2
1,1,1,1,USDC,1,14xmwinmCEz6oRrFdczHKqHgWNMiCysE2KrA4jXXAAM1Eogk,0,TRUE,2025-06,2025-Q2
2,2,2,2,USDC,2,14xmwinmCEz6oRrFdczHKqHgWNMiCysE2KrA4jXXAAM1Eogk,0,TRUE,2024-12,2024-Q4
3,3,3,3,USDC,3,14xmwinmCEz6oRrFdczHKqHgWNMiCysE2KrA4jXXAAM1Eogk,0,TRUE,2025-02,2025-Q1
